car_id,engine,displacement,net_torque,horsepower
7963,V6,3.0,162.0,147.0
7964,V6,3.0,162.0,147.0
7965,V6,3.0,162.0,147.0
7966,l4,2.3,135.0,112.0
7967,V6,3.0,162.0,147.0
7968,l4,2.3,135.0,112.0
7969,V6,3.0,162.0,147.0
7970,V6,3.0,162.0,147.0
7971,l4,2.3,135.0,112.0
7972,V6,3.0,162.0,147.0
7973,l4,2.3,135.0,112.0
7974,V6,3.0,162.0,147.0
7975,V6,3.0,162.0,147.0
7976,l4,2.3,135.0,112.0
7977,V6,3.0,162.0,147.0
7978,V6,3.0,162.0,147.0
7979,V6,3.0,162.0,147.0
7980,V6,3.0,162.0,147.0
7981,V6,3.0,162.0,147.0
7982,l4,2.3,135.0,112.0
7983,l4,2.3,135.0,112.0
7984,V6,3.0,162.0,147.0
7985,l4,2.3,135.0,112.0
7986,l4,2.3,135.0,112.0
7987,V6,3.0,162.0,147.0
7988,l4,2.3,135.0,112.0
7989,V6,3.0,162.0,147.0
7990,l4,2.3,135.0,112.0
7991,l4,2.3,135.0,112.0
7992,l4,2.3,135.0,112.0
7993,V6,3.0,162.0,147.0
7994,l4,2.3,135.0,112.0
7995,V6,3.0,162.0,147.0
7996,,,,
7997,,,,
7998,,,,
7999,,,,
8000,,,,
8001,,,,
8002,,,,
8003,,,,
8004,,,,
8005,,,,
8006,,,,
8007,,,,
8008,,,,
8009,,,,
8010,,,,
8011,,,,
8012,,,,
8013,,,,
8014,,,,
8015,,,,
8016,,,,
8017,,,,
8018,,,,
8019,,,,
8020,,,,
8021,,,,
8022,,,,
8023,,,,
8024,,,,
8025,,,,
8026,,,,
8027,,,,
8028,,,,
8029,,,,
8030,,,,
8031,,,,
8032,,,,
8033,,,,
8034,,,,
8035,,,,
8036,,,,
8037,,,,
8038,,,,
8039,,,,
8040,,,,
8041,,,,
8042,,,,
8043,,,,
8044,,,,
8045,,,,
8046,,,,
8047,,,,
8048,,,,
8049,,,,
8050,,,,
8051,,,,
8052,,,,
8053,,,,
8054,,,,
8055,,,,
8056,,,,
8057,,,,
8058,,,,
8059,,,,
8060,,,,
8061,,,,
8062,,,,
8063,,,,
8064,,,,
8065,,,,
8066,,,,
8067,,,,
8068,,,,
8069,,,,
8070,,,,
8071,,,,
8072,,,,
8073,,,,
8074,,,,
8075,V6,3.3,265.0,290.0
8076,V8,5.0,400.0,395.0
8077,V8,5.0,400.0,395.0
8078,V8,5.0,400.0,395.0
8079,V8,5.0,400.0,395.0
8080,V8,5.0,400.0,395.0
8081,V6,3.3,265.0,290.0
8082,V6,3.3,265.0,290.0
8083,V6,3.5,510.0,450.0
8084,V8,5.0,400.0,395.0
8085,V6,3.5,510.0,450.0
8086,V6,2.7,400.0,325.0
8087,V8,5.0,400.0,395.0
8088,V8,5.0,400.0,395.0
8089,V8,5.0,400.0,395.0
8090,V8,5.0,400.0,395.0
8091,V6,3.3,265.0,290.0
8092,V6,3.3,265.0,290.0
8093,V6,2.7,400.0,325.0
8094,V6,3.5,510.0,450.0
8095,V6,3.3,265.0,290.0
8096,V6,3.3,265.0,290.0
8097,V6,3.3,265.0,290.0
8098,V6,3.3,265.0,290.0
8099,V6,2.7,400.0,325.0
8100,V6,2.7,400.0,325.0
8101,V8,5.0,400.0,395.0
8102,V6,2.7,400.0,325.0
8103,V8,5.0,400.0,395.0
8104,V6,3.3,265.0,290.0
8105,V6,3.3,265.0,290.0
8106,V8,5.0,400.0,395.0
8107,V6,3.5,510.0,450.0
8108,V6,2.7,400.0,325.0
8109,V8,5.0,400.0,395.0
8110,V6,2.7,400.0,325.0
8111,V6,2.7,400.0,325.0
8112,V6,2.7,400.0,325.0
8113,V6,3.3,265.0,290.0
8114,V6,3.3,265.0,290.0
8115,V6,2.7,400.0,325.0
8116,V6,3.3,265.0,290.0
8117,V6,3.3,265.0,290.0
8118,V6,3.3,265.0,290.0
8119,V6,3.3,265.0,290.0
8120,V8,5.0,400.0,395.0
8121,V8,5.0,400.0,395.0
8122,V8,5.0,400.0,395.0
8123,V8,5.0,400.0,395.0
8124,V8,5.0,400.0,395.0
8125,V6,3.3,265.0,290.0
8126,V6,3.3,265.0,290.0
8127,V6,3.5,510.0,450.0
8128,V8,5.0,400.0,395.0
8129,V6,3.5,470.0,375.0
8130,V6,2.7,400.0,325.0
8131,V8,5.0,400.0,395.0
8132,V8,5.0,400.0,395.0
8133,V8,5.0,400.0,395.0
8134,V8,5.0,400.0,395.0
8135,V6,3.3,265.0,290.0
8136,V6,3.3,265.0,290.0
8137,V6,2.7,400.0,325.0
8138,V6,3.5,510.0,450.0
8139,V6,3.3,265.0,290.0
8140,V6,3.3,265.0,290.0
8141,V6,3.3,265.0,290.0
8142,V6,3.3,265.0,290.0
8143,V6,2.7,400.0,325.0
8144,V6,2.7,400.0,325.0
8145,V8,5.0,400.0,395.0
8146,V6,2.7,400.0,325.0
8147,V8,5.0,400.0,395.0
8148,V6,3.3,265.0,290.0
8149,V6,3.3,265.0,290.0
8150,V8,5.0,400.0,395.0
8151,V6,3.5,470.0,375.0
8152,V6,2.7,400.0,325.0
8153,V8,5.0,400.0,395.0
8154,V6,2.7,400.0,325.0
8155,V6,2.7,400.0,325.0
8156,V6,2.7,400.0,325.0
8157,V6,3.3,265.0,290.0
8158,V6,3.3,265.0,290.0
8159,V6,2.7,400.0,325.0
8160,V6,3.3,265.0,290.0
8161,V6,3.3,265.0,290.0
8162,V6,3.3,265.0,290.0
8163,V6,3.5,253.0,282.0
8164,V8,5.0,387.0,385.0
8165,V8,5.0,387.0,385.0
8166,V8,5.0,387.0,385.0
8167,V8,5.0,387.0,385.0
8168,V8,5.0,387.0,385.0
8169,V6,3.5,253.0,282.0
8170,V6,3.5,253.0,282.0
8171,V8,5.0,387.0,385.0
8172,V6,3.5,420.0,365.0
8173,V6,2.7,375.0,325.0
8174,V8,5.0,387.0,385.0
8175,V8,5.0,387.0,385.0
8176,V8,5.0,387.0,385.0
8177,V8,5.0,387.0,385.0
8178,V6,3.5,253.0,282.0
8179,V6,3.5,253.0,282.0
8180,V6,2.7,375.0,325.0
8181,V6,3.5,253.0,282.0
8182,V6,3.5,253.0,282.0
8183,V6,3.5,253.0,282.0
8184,V6,3.5,253.0,282.0
8185,V6,2.7,375.0,325.0
8186,V6,2.7,375.0,325.0
8187,V8,5.0,387.0,385.0
8188,V6,2.7,375.0,325.0
8189,V8,5.0,387.0,385.0
8190,V6,3.5,253.0,282.0
8191,V6,3.5,253.0,282.0
8192,V8,5.0,387.0,385.0
8193,V6,3.5,420.0,365.0
8194,V6,2.7,375.0,325.0
8195,V8,5.0,387.0,385.0
8196,V6,2.7,375.0,325.0
8197,V6,2.7,375.0,325.0
8198,V6,2.7,375.0,325.0
8199,V6,3.5,253.0,282.0
8200,V6,3.5,253.0,282.0
8201,V6,2.7,375.0,325.0
8202,V6,3.5,253.0,282.0
8203,V6,3.5,253.0,282.0
8204,V6,3.5,253.0,282.0
8205,V6,3.5,253.0,282.0
8206,V8,5.0,387.0,385.0
8207,V8,5.0,387.0,385.0
8208,V8,5.0,387.0,385.0
8209,V8,5.0,387.0,385.0
8210,V8,5.0,387.0,385.0
8211,V8,5.0,387.0,385.0
8212,V8,5.0,387.0,385.0
8213,V8,5.0,387.0,385.0
8214,V6,3.5,253.0,282.0
8215,V6,3.5,253.0,282.0
8216,V8,5.0,387.0,385.0
8217,V6,2.7,375.0,325.0
8218,V8,5.0,387.0,385.0
8219,V8,5.0,387.0,385.0
8220,V8,5.0,387.0,385.0
8221,V8,5.0,387.0,385.0
8222,V8,5.0,387.0,385.0
8223,V8,5.0,387.0,385.0
8224,V8,5.0,387.0,385.0
8225,V6,3.5,253.0,282.0
8226,V6,3.5,253.0,282.0
8227,V6,2.7,375.0,325.0
8228,V8,5.0,387.0,385.0
8229,V6,3.5,253.0,282.0
8230,V8,5.0,387.0,385.0
8231,V6,3.5,253.0,282.0
8232,V6,3.5,253.0,282.0
8233,V6,3.5,253.0,282.0
8234,V8,5.0,387.0,385.0
8235,V6,2.7,375.0,325.0
8236,V8,5.0,387.0,385.0
8237,V6,2.7,375.0,325.0
8238,V8,5.0,387.0,385.0
8239,V8,5.0,387.0,385.0
8240,V6,2.7,375.0,325.0
8241,V8,5.0,387.0,385.0
8242,V6,3.5,253.0,282.0
8243,V6,3.5,253.0,282.0
8244,V8,5.0,387.0,385.0
8245,V6,2.7,375.0,325.0
8246,V8,5.0,387.0,385.0
8247,V8,5.0,387.0,385.0
8248,V6,2.7,375.0,325.0
8249,V8,5.0,387.0,385.0
8250,V6,2.7,375.0,325.0
8251,V8,5.0,387.0,385.0
8252,V6,2.7,375.0,325.0
8253,V6,3.5,253.0,282.0
8254,V6,3.5,253.0,282.0
8255,V6,2.7,375.0,325.0
8256,V8,5.0,387.0,385.0
8257,V6,3.5,253.0,282.0
8258,V8,5.0,387.0,385.0
8259,V6,3.5,253.0,282.0
8260,V6,3.5,253.0,282.0
8261,V6,3.5,420.0,365.0
8262,V8,5.0,380.0,360.0
8263,V8,5.0,380.0,360.0
8264,V8,5.0,380.0,360.0
8265,V8,5.0,380.0,360.0
8266,V8,5.0,380.0,360.0
8267,V8,5.0,380.0,360.0
8268,V8,5.0,380.0,360.0
8269,V8,5.0,380.0,360.0
8270,V8,5.0,380.0,360.0
8271,V8,5.0,380.0,360.0
8272,V8,5.0,380.0,360.0
8273,V8,6.2,434.0,411.0
8274,V8,5.0,380.0,360.0
8275,V8,5.0,380.0,360.0
8276,V6,3.5,420.0,365.0
8277,V8,5.0,380.0,360.0
8278,V8,5.0,380.0,360.0
8279,V8,5.0,380.0,360.0
8280,V8,5.0,380.0,360.0
8281,V8,5.0,380.0,360.0
8282,V8,5.0,380.0,360.0
8283,V8,5.0,380.0,360.0
8284,V6,3.7,278.0,302.0
8285,V6,3.7,278.0,302.0
8286,V6,3.7,278.0,302.0
8287,V8,5.0,380.0,360.0
8288,V8,5.0,380.0,360.0
8289,V8,6.2,434.0,411.0
8290,V8,5.0,380.0,360.0
8291,V6,3.7,278.0,302.0
8292,V8,5.0,380.0,360.0
8293,V6,3.7,278.0,302.0
8294,V6,3.7,278.0,302.0
8295,V6,3.7,278.0,302.0
8296,V6,3.7,278.0,302.0
8297,V6,3.5,420.0,365.0
8298,V8,5.0,380.0,360.0
8299,V8,5.0,380.0,360.0
8300,V8,5.0,380.0,360.0
8301,V8,5.0,380.0,360.0
8302,V8,5.0,380.0,360.0
8303,V8,5.0,380.0,360.0
8304,V8,5.0,380.0,360.0
8305,V8,5.0,380.0,360.0
8306,V6,3.7,278.0,302.0
8307,V6,3.7,278.0,302.0
8308,V6,3.7,278.0,302.0
8309,V8,5.0,380.0,360.0
8310,V6,3.5,420.0,365.0
8311,V8,5.0,380.0,360.0
8312,V8,5.0,380.0,360.0
8313,V8,5.0,380.0,360.0
8314,V8,5.0,380.0,360.0
8315,V8,5.0,380.0,360.0
8316,V8,5.0,380.0,360.0
8317,V8,5.0,380.0,360.0
8318,V6,3.7,278.0,302.0
8319,V6,3.7,278.0,302.0
8320,V6,3.7,278.0,302.0
8321,V8,5.0,380.0,360.0
8322,V8,5.0,380.0,360.0
8323,V8,5.0,380.0,360.0
8324,V6,3.7,278.0,302.0
8325,V8,5.0,380.0,360.0
8326,V6,3.7,278.0,302.0
8327,V6,3.7,278.0,302.0
8328,V6,3.7,278.0,302.0
8329,V6,3.7,278.0,302.0
8330,V6,3.7,278.0,302.0
8331,V8,5.0,380.0,360.0
8332,V8,5.0,380.0,360.0
8333,V8,5.0,380.0,360.0
8334,V8,5.0,380.0,360.0
8335,V8,5.0,380.0,360.0
8336,V8,5.0,380.0,360.0
8337,V8,5.0,380.0,360.0
8338,V8,5.0,380.0,360.0
8339,V8,5.0,380.0,360.0
8340,V8,5.0,380.0,360.0
8341,V8,5.0,380.0,360.0
8342,V8,6.2,434.0,411.0
8343,V8,5.0,380.0,360.0
8344,V6,3.5,420.0,365.0
8345,V8,5.0,380.0,360.0
8346,V8,5.0,380.0,360.0
8347,V8,5.0,380.0,360.0
8348,V8,5.0,380.0,360.0
8349,V8,5.0,380.0,360.0
8350,V8,5.0,380.0,360.0
8351,V8,5.0,380.0,360.0
8352,V6,3.7,278.0,302.0
8353,V6,3.7,278.0,302.0
8354,V6,3.7,278.0,302.0
8355,V8,5.0,380.0,360.0
8356,V8,5.0,380.0,360.0
8357,V8,6.2,434.0,411.0
8358,V8,5.0,380.0,360.0
8359,V6,3.7,278.0,302.0
8360,V8,5.0,380.0,360.0
8361,V6,3.7,278.0,302.0
8362,V6,3.7,278.0,302.0
8363,V6,3.7,278.0,302.0
8364,V6,3.7,278.0,302.0
8365,V8,5.0,380.0,360.0
8366,V8,5.0,380.0,360.0
8367,V8,5.0,380.0,360.0
8368,V8,5.0,380.0,360.0
8369,V8,5.0,380.0,360.0
8370,V8,5.0,380.0,360.0
8371,V8,5.0,380.0,360.0
8372,V8,5.0,380.0,360.0
8373,V6,3.7,278.0,302.0
8374,V6,3.7,278.0,302.0
8375,V8,5.0,380.0,360.0
8376,V6,3.5,420.0,365.0
8377,V8,5.0,380.0,360.0
8378,V8,5.0,380.0,360.0
8379,V8,5.0,380.0,360.0
8380,V8,5.0,380.0,360.0
8381,V8,5.0,380.0,360.0
8382,V8,5.0,380.0,360.0
8383,V8,5.0,380.0,360.0
8384,V6,3.7,278.0,302.0
8385,V6,3.7,278.0,302.0
8386,V6,3.7,278.0,302.0
8387,V8,5.0,380.0,360.0
8388,V8,5.0,380.0,360.0
8389,V8,5.0,380.0,360.0
8390,V6,3.7,278.0,302.0
8391,V8,5.0,380.0,360.0
8392,V6,3.7,278.0,302.0
8393,V6,3.7,278.0,302.0
8394,V6,3.7,278.0,302.0
8395,V6,3.7,278.0,302.0
8396,V8,5.0,380.0,360.0
8397,V8,5.0,380.0,360.0
8398,V8,5.0,380.0,360.0
8399,V8,5.0,380.0,360.0
8400,V8,5.0,380.0,360.0
8401,V8,5.0,380.0,360.0
8402,V8,5.0,380.0,360.0
8403,V8,5.0,380.0,360.0
8404,V8,5.0,380.0,360.0
8405,V8,5.0,380.0,360.0
8406,V8,5.0,380.0,360.0
8407,V8,6.2,434.0,411.0
8408,V8,5.0,380.0,360.0
8409,V8,5.0,380.0,360.0
8410,V8,5.0,380.0,360.0
8411,V8,6.2,434.0,411.0
8412,V8,5.0,380.0,360.0
8413,V8,5.0,380.0,360.0
8414,V8,5.0,380.0,360.0
8415,V8,5.0,380.0,360.0
8416,V8,5.0,380.0,360.0
8417,V6,3.7,278.0,302.0
8418,V6,3.7,278.0,302.0
8419,V6,3.7,278.0,302.0
8420,V8,5.0,380.0,360.0
8421,V8,5.0,380.0,360.0
8422,V8,6.2,434.0,411.0
8423,V8,5.0,380.0,360.0
8424,V6,3.7,278.0,302.0
8425,V8,5.0,380.0,360.0
8426,V6,3.7,278.0,302.0
8427,V6,3.7,278.0,302.0
8428,V6,3.7,278.0,302.0
8429,V6,3.7,278.0,302.0
8430,V8,5.0,380.0,360.0
8431,V8,5.0,380.0,360.0
8432,V8,5.0,380.0,360.0
8433,V8,5.0,380.0,360.0
8434,V8,5.0,380.0,360.0
8435,V8,5.0,380.0,360.0
8436,V8,5.0,380.0,360.0
8437,V8,5.0,380.0,360.0
8438,V8,5.0,380.0,360.0
8439,V6,3.7,278.0,302.0
8440,V6,3.7,278.0,302.0
8441,V8,5.0,380.0,360.0
8442,V8,5.0,380.0,360.0
8443,V8,5.0,380.0,360.0
8444,V8,6.2,434.0,411.0
8445,V8,5.0,380.0,360.0
8446,V8,5.0,380.0,360.0
8447,V8,5.0,380.0,360.0
8448,V8,5.0,380.0,360.0
8449,V8,5.0,380.0,360.0
8450,V6,3.7,278.0,302.0
8451,V6,3.7,278.0,302.0
8452,V6,3.7,278.0,302.0
8453,V8,5.0,380.0,360.0
8454,V8,5.0,380.0,360.0
8455,V8,5.0,380.0,360.0
8456,V6,3.7,278.0,302.0
8457,V8,5.0,380.0,360.0
8458,V6,3.7,278.0,302.0
8459,V6,3.7,278.0,302.0
8460,V6,3.7,278.0,302.0
8461,V6,3.7,278.0,302.0
8462,V8,6.2,434.0,411.0
8463,V8,6.2,434.0,411.0
8464,V8,5.0,380.0,360.0
8465,V8,5.0,380.0,360.0
8466,V8,5.0,380.0,360.0
8467,V8,5.0,380.0,360.0
8468,V8,5.0,380.0,360.0
8469,V8,5.0,380.0,360.0
8470,V8,5.0,380.0,360.0
8471,V8,5.0,380.0,360.0
8472,V8,6.2,434.0,411.0
8473,V8,5.0,380.0,360.0
8474,V8,5.0,380.0,360.0
8475,V8,5.0,380.0,360.0
8476,V8,5.0,380.0,360.0
8477,V8,5.0,380.0,360.0
8478,V8,5.0,380.0,360.0
8479,V6,3.7,278.0,302.0
8480,V6,3.7,278.0,302.0
8481,V6,3.7,278.0,302.0
8482,V8,5.0,380.0,360.0
8483,V8,5.0,380.0,360.0
8484,V8,6.2,434.0,411.0
8485,V8,5.0,380.0,360.0
8486,V6,3.7,278.0,302.0
8487,V8,5.0,380.0,360.0
8488,V6,3.7,278.0,302.0
8489,V6,3.7,278.0,302.0
8490,V6,3.7,278.0,302.0
8491,V6,3.7,278.0,302.0
8492,V8,5.0,380.0,360.0
8493,V8,5.0,380.0,360.0
8494,V8,5.0,380.0,360.0
8495,V8,5.0,380.0,360.0
8496,V8,5.0,380.0,360.0
8497,V8,5.0,380.0,360.0
8498,V6,3.7,278.0,302.0
8499,V6,3.7,278.0,302.0
8500,V8,5.0,380.0,360.0
8501,V8,6.2,434.0,411.0
8502,V8,5.0,380.0,360.0
8503,V8,5.0,380.0,360.0
8504,V8,6.2,434.0,411.0
8505,V8,5.0,380.0,360.0
8506,V8,5.0,380.0,360.0
8507,V8,5.0,380.0,360.0
8508,V6,3.7,278.0,302.0
8509,V6,3.7,278.0,302.0
8510,V6,3.7,278.0,302.0
8511,V8,5.0,380.0,360.0
8512,V8,5.0,380.0,360.0
8513,V8,5.0,380.0,360.0
8514,V6,3.7,278.0,302.0
8515,V8,5.0,380.0,360.0
8516,V6,3.7,278.0,302.0
8517,V6,3.7,278.0,302.0
8518,V6,3.7,278.0,302.0
8519,V8,4.6,294.0,248.0
8520,V8,5.4,365.0,310.0
8521,V8,4.6,320.0,292.0
8522,V8,4.6,320.0,292.0
8523,V8,5.4,365.0,310.0
8524,V8,5.4,365.0,310.0
8525,V8,5.4,365.0,310.0
8526,V8,5.4,365.0,310.0
8527,V8,4.6,320.0,292.0
8528,V8,4.6,320.0,292.0
8529,V8,5.4,365.0,310.0
8530,V8,5.4,365.0,310.0
8531,V8,5.4,365.0,310.0
8532,V8,5.4,365.0,310.0
8533,V8,5.4,365.0,310.0
8534,V8,5.4,365.0,310.0
8535,V8,5.4,365.0,310.0
8536,V8,5.4,365.0,310.0
8537,V8,4.6,320.0,292.0
8538,V8,4.6,294.0,248.0
8539,V8,4.6,294.0,248.0
8540,V8,5.4,365.0,310.0
8541,V8,5.4,365.0,310.0
8542,V8,5.4,310.0,310.0
8543,V8,4.6,294.0,248.0
8544,V8,4.6,294.0,248.0
8545,V8,4.6,294.0,248.0
8546,V8,4.6,294.0,248.0
8547,V8,4.6,294.0,248.0
8548,V8,4.6,294.0,248.0
8549,V8,4.6,294.0,248.0
8550,V8,4.6,320.0,292.0
8551,V8,4.6,294.0,248.0
8552,V8,5.4,365.0,310.0
8553,V8,5.4,365.0,310.0
8554,V8,5.4,365.0,310.0
8555,V8,4.6,320.0,292.0
8556,V8,4.6,320.0,292.0
8557,V8,4.6,294.0,248.0
8558,V8,5.4,365.0,310.0
8559,V8,5.4,365.0,310.0
8560,V8,5.4,365.0,310.0
8561,V8,5.4,365.0,310.0
8562,V8,4.6,320.0,292.0
8563,V8,5.4,365.0,310.0
8564,V8,5.4,365.0,310.0
8565,V8,5.4,365.0,310.0
8566,V8,5.4,365.0,310.0
8567,V8,4.6,320.0,292.0
8568,V8,4.6,294.0,248.0
8569,V8,4.6,294.0,248.0
8570,V8,5.4,365.0,310.0
8571,V8,4.6,320.0,292.0
8572,V8,4.6,294.0,248.0
8573,V8,4.6,294.0,248.0
8574,V8,4.6,294.0,248.0
8575,V8,4.6,294.0,248.0
8576,V8,4.6,294.0,248.0
8577,V8,4.6,294.0,248.0
8578,V8,4.6,294.0,248.0
8579,V8,4.6,320.0,292.0
8580,V8,5.4,365.0,310.0
8581,V8,4.6,320.0,292.0
8582,V8,4.6,320.0,292.0
8583,V8,5.4,365.0,310.0
8584,V8,5.4,365.0,310.0
8585,V8,5.4,365.0,310.0
8586,V8,5.4,365.0,310.0
8587,V8,4.6,320.0,292.0
8588,V8,4.6,320.0,292.0
8589,V8,5.4,365.0,310.0
8590,V8,5.4,365.0,310.0
8591,V8,5.4,365.0,310.0
8592,V8,5.4,365.0,310.0
8593,V8,4.6,320.0,292.0
8594,V8,4.6,294.0,248.0
8595,V8,5.4,365.0,310.0
8596,V8,5.4,365.0,310.0
8597,V8,5.4,365.0,310.0
8598,V8,5.4,365.0,310.0
8599,V8,5.4,365.0,310.0
8600,V8,4.6,320.0,292.0
8601,V8,4.6,294.0,248.0
8602,V8,4.6,294.0,248.0
8603,V8,5.4,365.0,310.0
8604,V8,5.4,365.0,310.0
8605,V8,4.6,320.0,292.0
8606,V8,4.6,294.0,248.0
8607,V8,5.4,365.0,310.0
8608,V8,5.4,365.0,310.0
8609,V8,4.6,294.0,248.0
8610,V8,4.6,294.0,248.0
8611,V8,4.6,294.0,248.0
8612,V8,4.6,294.0,248.0
8613,V8,4.6,294.0,248.0
8614,V8,4.6,294.0,248.0
8615,V8,4.6,294.0,248.0
8616,V8,4.6,294.0,248.0
8617,V8,4.6,294.0,248.0
8618,V8,4.6,320.0,292.0
8619,V8,4.6,320.0,292.0
8620,V8,4.6,294.0,248.0
8621,V8,5.4,365.0,310.0
8622,V8,5.4,365.0,310.0
8623,V8,5.4,365.0,310.0
8624,V8,4.6,320.0,292.0
8625,V8,4.6,294.0,248.0
8626,V8,5.4,365.0,310.0
8627,V8,5.4,365.0,310.0
8628,V8,5.4,365.0,310.0
8629,V8,4.6,320.0,292.0
8630,V8,4.6,294.0,248.0
8631,V8,5.4,365.0,310.0
8632,V8,5.4,365.0,310.0
8633,V8,5.4,365.0,310.0
8634,V8,5.4,365.0,310.0
8635,V8,4.6,320.0,292.0
8636,V8,4.6,294.0,248.0
8637,V8,4.6,294.0,248.0
8638,V8,5.4,365.0,310.0
8639,V8,4.6,320.0,292.0
8640,V8,4.6,294.0,248.0
8641,V8,5.4,365.0,310.0
8642,V8,4.6,294.0,248.0
8643,V8,4.6,294.0,248.0
8644,V8,4.6,294.0,248.0
8645,V8,4.6,294.0,248.0
8646,V8,4.6,294.0,248.0
8647,V8,4.6,294.0,248.0
8648,V8,4.6,294.0,248.0
8649,V8,4.6,294.0,248.0
8650,V8,4.6,294.0,248.0
8651,V8,5.4,365.0,300.0
8652,V8,5.4,365.0,300.0
8653,V8,4.6,294.0,248.0
8654,V8,5.4,365.0,300.0
8655,V8,4.6,294.0,248.0
8656,V8,4.6,294.0,248.0
8657,V8,5.4,365.0,300.0
8658,V8,5.4,365.0,300.0
8659,V8,5.4,365.0,300.0
8660,V8,4.6,294.0,248.0
8661,V8,4.6,294.0,248.0
8662,V8,4.6,294.0,248.0
8663,V8,5.4,365.0,300.0
8664,V8,5.4,365.0,300.0
8665,V8,5.4,365.0,300.0
8666,V8,4.6,294.0,248.0
8667,V8,4.6,294.0,248.0
8668,V8,4.6,294.0,248.0
8669,V8,5.4,365.0,300.0
8670,V8,5.4,365.0,300.0
8671,V8,5.4,365.0,300.0
8672,V8,4.6,294.0,248.0
8673,V8,4.6,294.0,248.0
8674,V8,4.6,294.0,248.0
8675,V8,5.4,365.0,300.0
8676,V8,5.4,365.0,300.0
8677,V8,4.6,294.0,248.0
8678,V8,4.6,294.0,248.0
8679,V8,4.6,294.0,248.0
8680,V8,5.4,365.0,300.0
8681,V8,5.4,365.0,300.0
8682,V8,4.6,294.0,248.0
8683,V8,4.6,294.0,248.0
8684,V8,5.4,365.0,300.0
8685,V8,4.6,294.0,248.0
8686,V8,4.6,294.0,248.0
8687,V8,4.6,294.0,248.0
8688,V8,4.6,294.0,248.0
8689,V8,4.6,294.0,248.0
8690,V8,5.4,365.0,300.0
8691,V8,4.6,294.0,248.0
8692,V8,4.6,294.0,248.0
8693,V8,4.6,294.0,248.0
8694,V8,4.6,294.0,248.0
8695,V8,5.4,365.0,300.0
8696,V8,5.4,365.0,300.0
8697,V8,4.6,294.0,248.0
8698,V8,4.6,294.0,248.0
8699,V8,4.6,294.0,248.0
8700,V8,4.6,294.0,248.0
8701,V8,5.4,365.0,300.0
8702,V8,5.4,365.0,300.0
8703,V8,5.4,365.0,300.0
8704,V8,5.4,365.0,300.0
8705,V8,4.6,294.0,248.0
8706,V8,4.6,294.0,248.0
8707,V8,4.6,294.0,248.0
8708,V8,4.6,294.0,248.0
8709,V8,4.6,294.0,248.0
8710,V8,5.4,365.0,300.0
8711,V8,5.4,365.0,300.0
8712,V8,4.6,294.0,248.0
8713,V8,4.6,294.0,248.0
8714,V8,4.6,294.0,248.0
8715,V8,5.4,365.0,300.0
8716,V8,4.6,294.0,248.0
8717,V8,4.6,294.0,248.0
8718,V8,4.6,294.0,248.0
8719,V8,4.6,294.0,248.0
8720,V8,5.4,365.0,300.0
8721,V8,4.6,294.0,248.0
8722,V6,4.2,260.0,202.0
8723,V6,4.2,260.0,202.0
8724,V8,4.6,294.0,248.0
8725,V6,4.2,260.0,202.0
8726,V6,4.2,260.0,202.0
8727,V8,4.6,294.0,248.0
8728,V6,4.2,260.0,202.0
8729,V6,4.2,260.0,202.0
8730,V6,4.2,260.0,202.0
8731,V6,4.2,260.0,202.0
8732,V8,5.4,365.0,300.0
8733,V8,4.6,294.0,248.0
8734,V8,5.4,365.0,300.0
8735,V8,4.6,294.0,248.0
8736,V8,5.4,365.0,300.0
8737,V8,5.4,365.0,300.0
8738,V8,5.4,365.0,300.0
8739,V8,4.6,294.0,248.0
8740,V8,5.4,365.0,300.0
8741,V8,5.4,365.0,300.0
8742,V8,5.4,365.0,300.0
8743,V8,4.6,294.0,248.0
8744,V8,4.6,294.0,248.0
8745,V8,5.4,365.0,300.0
8746,V8,5.4,365.0,300.0
8747,V8,5.4,365.0,300.0
8748,V8,4.6,294.0,248.0
8749,V8,4.6,294.0,248.0
8750,V8,4.6,294.0,248.0
8751,V8,5.4,365.0,300.0
8752,V8,5.4,365.0,300.0
8753,V8,4.6,294.0,248.0
8754,V8,4.6,294.0,248.0
8755,V8,5.4,365.0,300.0
8756,V8,5.4,365.0,300.0
8757,V8,4.6,294.0,248.0
8758,V8,4.6,294.0,248.0
8759,V8,5.4,365.0,300.0
8760,V8,4.6,294.0,248.0
8761,V8,4.6,294.0,248.0
8762,V8,4.6,294.0,248.0
8763,V8,4.6,294.0,248.0
8764,V8,4.6,294.0,248.0
8765,V8,5.4,365.0,300.0
8766,V8,4.6,294.0,248.0
8767,V8,4.6,294.0,248.0
8768,V8,5.4,365.0,300.0
8769,V8,5.4,365.0,300.0
8770,V8,4.6,294.0,248.0
8771,V8,4.6,294.0,248.0
8772,V8,5.4,365.0,300.0
8773,V8,5.4,365.0,300.0
8774,V8,5.4,365.0,300.0
8775,V8,4.6,294.0,248.0
8776,V8,4.6,294.0,248.0
8777,V8,4.6,294.0,248.0
8778,V8,5.4,365.0,300.0
8779,V8,5.4,365.0,300.0
8780,V8,4.6,294.0,248.0
8781,V8,4.6,294.0,248.0
8782,V8,4.6,294.0,248.0
8783,V8,5.4,365.0,300.0
8784,V8,4.6,294.0,248.0
8785,V8,4.6,294.0,248.0
8786,V8,4.6,294.0,248.0
